"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
" Southbound Deerfoot Trail after 16 Avenue NE ","Traffic incident. Blocking the left lane","2025/07/07 12:09:46 PM","2025/07/07 12:25:22 PM","NE","-114.02485592922","51.06038305132","1","2025-07-07T12:09:4651.060383051322866-114.02485592921626","POINT (-114.02485592921626 51.060383051322866)"
" Eastbound 64 Avenue at Deerfoot Trail NE ","Two vehicle incident. Blocking the right lane","2025/07/07 12:04:02 PM","2025/07/07 01:21:48 PM","NE","-114.04927238292","51.11064860794","1","2025-07-07T12:04:0251.110648607939126-114.04927238291512","POINT (-114.04927238291512 51.110648607939126)"
" Mcknight Blvd and 4 Street NW ","Traffic incident.","2025/07/07 11:33:10 AM","2025/07/07 12:25:22 PM","NW","-114.07160908438","51.09609712234","1","2025-07-07T11:33:1051.09609712234237-114.07160908437777","POINT (-114.07160908437777 51.09609712234237)"
" Southbound Metis Trail approaching 96 Avenue NE ","Multi-vehicle incident. Blocking the left lane","2025/07/07 11:25:57 AM","2025/07/07 01:32:00 PM","NE","-113.97028693851","51.14366954251","1","2025-07-07T11:25:5751.143669542510295-113.97028693850535","POINT (-113.97028693850535 51.143669542510295)"
" Eastbound 16 Avenue after 52 Street NE ","Two vehicle incident. Blocking the right merge lane","2025/07/07 08:38:45 AM","2025/07/07 09:45:12 AM","NE","-113.95233115683","51.06678383551","1","2025-07-07T08:38:4551.066783835507586-113.9523311568251","POINT (-113.9523311568251 51.066783835507586)"
" 90 Avenue at 14 Street SW ","Traffic incident.","2025/07/07 08:28:07 AM","2025/07/07 08:57:06 AM","SW","-114.09599353217","50.97230441724","1","2025-07-07T08:28:0750.97230441724372-114.09599353217229","POINT (-114.09599353217229 50.97230441724372)"
" McKenzie Towne Blvd and 52 Street SE ","Traffic signals work in progress.","2025/07/07 08:22:46 AM","2025/07/07 01:17:24 PM","SE","-113.95825317687","50.91827489728","1","2025-07-07T08:22:4650.91827489727724-113.95825317686916","POINT (-113.95825317686916 50.91827489727724)"
" 52 Street and Mcknight Boulevard NE ","Multi-vehicle incident. Blocking the WB left lane","2025/07/07 07:57:22 AM","2025/07/07 08:57:06 AM","NE","-113.9578218069","51.09615306395","1","2025-07-07T07:57:2251.09615306394765-113.95782180690419","POINT (-113.95782180690419 51.09615306394765)"
" 37 Street and Symons Valley Py NW ","Multi-vehicle incident. EB closed","2025/07/07 07:51:21 AM","2025/07/07 08:28:59 AM","NW","-114.14182962087","51.16813801909","1","2025-07-07T07:51:2151.16813801909418-114.14182962087293","POINT (-114.14182962087293 51.16813801909418)"
" 37 Street and Symons Valley Py NW ","Multi-vehicle incident. Blocking the SB left lane","2025/07/07 07:51:21 AM","2025/07/07 08:45:09 AM","NW","-114.14132703616","51.16842305662","1","2025-07-07T07:51:2151.16842305661898-114.14132703616","POINT (-114.14132703616 51.16842305661898)"
" Peigan Trail at 36 Street SE ","Traffic incident.  Blocking the WB right lane","2025/07/07 07:14:15 AM","2025/07/07 08:05:59 AM","SE","-113.97951894969","51.0151033649","1","2025-07-07T07:14:1551.01510336489926-113.97951894968548","POINT (-113.97951894968548 51.01510336489926)"
" 32 Avenue and 64 Street NE ","Traffic incident. Blocking the EB right lane","2025/07/07 06:16:47 AM","2025/07/07 06:57:48 AM","NE","-113.9410231233","51.08158190845","1","2025-07-07T06:16:4751.08158190845033-113.9410231233017","POINT (-113.9410231233017 51.08158190845033)"
" Macleod Trail and Heritage Drive S ","Traffic incident. Blocking multiple lanes in the intersection","2025/07/07 05:20:07 AM","2025/07/07 06:19:29 AM","SE","-114.07161311932","50.97956942787","1","2025-07-07T05:20:0750.97956942786629-114.07161311932197","POINT (-114.07161311932197 50.97956942786629)"
" Northbound Deerfoot Trail at Calf Robe Bridge SE ","Traffic incident. NB Deerfoot Tr is closed at Glenmore Tr SE","2025/07/06 10:44:00 PM","2025/07/06 11:19:38 PM","SE","-114.02064869405","51.00856407651","1","2025-07-06T22:44:0051.008564076509145-114.02064869405234","POINT (-114.02064869405234 51.008564076509145)"
" Northbound Deerfoot Trail at Calf Robe Bridge SE ","Traffic incident.  Blocking the left lanes","2025/07/06 10:44:00 PM","2025/07/06 10:49:11 PM","SE","-114.02029674344","51.00859362468","1","2025-07-06T22:44:0051.0085936246811-114.02029674343962","POINT (-114.02029674343962 51.0085936246811)"
" 79 Avenue and Heritage Drive SE ","Traffic incident.","2025/07/06 09:21:37 PM","2025/07/06 09:23:31 PM","SE","-114.04846788212","50.98268146695","1","2025-07-06T21:21:3750.98268146695047-114.04846788211901","POINT (-114.04846788211901 50.98268146695047)"
" 21a Avenue and 52 Street SE ","Traffic incident. Blocking the right lane","2025/07/06 07:41:24 PM","2025/07/06 08:23:04 PM","SE","-113.958384037","51.03455142059","1","2025-07-06T19:41:2451.03455142058506-113.95838403700277","POINT (-113.95838403700277 51.03455142058506)"
" Northbound Deerfoot Trail approaching McKnight Boulevard NE ","Two vehicle incident. Blocking the right lane","2025/07/06 06:43:25 PM","2025/07/06 07:45:08 PM","NE","-114.04781390754","51.09614747992","1","2025-07-06T18:43:2551.09614747992273-114.04781390753715","POINT (-114.04781390753715 51.09614747992273)"
" 10 Avenue and 5 Street SW ","Traffic incident. Blocking the left lane","2025/07/06 02:29:31 PM","2025/07/06 02:39:00 PM","SW","-114.07401202593","51.04363067934","1","2025-07-06T14:29:3151.043630679342215-114.07401202592997","POINT (-114.07401202592997 51.043630679342215)"
" Northbound Deerfoot Trail approaching Stoney Trail NE ","Multi-vehicle incident. Blocking the left lane","2025/07/06 12:15:04 PM","2025/07/06 12:18:52 PM","NE","-114.00422065028","51.16343158622","1","2025-07-06T12:15:0451.16343158621802-114.00422065027642","POINT (-114.00422065027642 51.16343158621802)"
" 86 Avenue at Macleod Trail SE ","Traffic incident.","2025/07/06 11:21:27 AM","2025/07/06 11:22:21 AM","SE","-114.07169306607","50.97590709832","1","2025-07-06T11:21:2750.97590709831653-114.07169306607345","POINT (-114.07169306607345 50.97590709831653)"
" Eastbound Memorial Drive after Edmonton Trail NE ","Traffic incident. Blocking the left lane","2025/07/06 02:09:13 AM","2025/07/06 03:01:47 AM","NE","-114.05033551825","51.05060177495","1","2025-07-06T02:09:1351.05060177495007-114.05033551825316","POINT (-114.05033551825316 51.05060177495007)"
" Westbound Country Hills Boulevard at Stoney Trail NW ","Traffic incident. Blocking the right lane","2025/07/06 01:45:29 AM","2025/07/06 03:17:20 AM","NW","-114.19834728296","51.14307526288","1","2025-07-06T01:45:2951.14307526288158-114.19834728295736","POINT (-114.19834728295736 51.14307526288158)"
" Country Hills Boulevard and Nose Hill Drive NW ","Traffic incident.","2025/07/06 01:35:41 AM","2025/07/06 02:22:02 AM","NW","-114.18226684999","51.14097071258","1","2025-07-06T01:35:4151.14097071257678-114.18226684999311","POINT (-114.18226684999311 51.14097071257678)"
" Northbound Deerfoot Trail at 32 Avenue NE ","Traffic incident. Blocking the right lane","2025/07/06 01:24:34 AM","2025/07/06 02:10:59 AM","NE","-114.03014242244","51.07818904692","1","2025-07-06T01:24:3451.0781890469191-114.0301424224394","POINT (-114.0301424224394 51.0781890469191)"
" Westbound 6 Avenue at 10 Street SW ","Traffic incident. Blocking the right lanes","2025/07/06 01:06:48 AM","2025/07/06 01:36:38 AM","NW","-114.08602533443","51.04810194931","1","2025-07-06T01:06:4851.04810194931119-114.08602533443133","POINT (-114.08602533443133 51.04810194931119)"
" Northbound Metis Trail at 88 Avenue NE ","Traffic incident. Blocking multiple lanes","2025/07/06 12:39:32 AM","2025/07/06 01:26:39 AM","NE","-113.97087139153","51.13262624857","1","2025-07-06T00:39:3251.13262624857229-113.97087139153","POINT (-113.97087139153 51.13262624857229)"
" Westbound 16 Avenue at 4 Street NW ","Traffic incident. Blocking the right lane","2025/07/06 12:09:36 AM","2025/07/06 12:27:53 AM","NW","-114.07159759998","51.06683752442","1","2025-07-06T00:09:3651.06683752441616-114.07159759998385","POINT (-114.07159759998385 51.06683752441616)"
" Memorial Drive at 5a Street NW ","Traffic incident.","2025/07/05 11:22:42 PM","2025/07/06 12:27:53 AM","NW","-114.07575570462","51.05696429347","1","2025-07-05T23:22:4251.05696429346743-114.0757557046223","POINT (-114.0757557046223 51.05696429346743)"
" Stoney Trail north of 114 Avenue SE ","Traffic incident.","2025/07/05 11:03:56 PM","2025/07/05 11:23:45 PM","SE","-113.92057479058","50.96156633667","1","2025-07-05T23:03:5650.96156633666872-113.92057479058003","POINT (-113.92057479058003 50.96156633666872)"
" Southbound 37 Street at Glenmore Trail SW ","Traffic incident. Blocking the right lane","2025/07/05 10:40:59 PM","2025/07/06 12:10:38 AM","SW","-114.14152715996","51.00881865789","1","2025-07-05T22:40:5951.00881865789474-114.14152715995559","POINT (-114.14152715995559 51.00881865789474)"
" Northbound Falconridge Boulevard at Castleridge Boulevard NE ","Traffic incident. Blocking the right lane","2025/07/05 10:13:42 PM","2025/07/05 10:16:14 PM","NE","-113.95876395254","51.09995629237","1","2025-07-05T22:13:4251.099956292368226-113.9587639525401","POINT (-113.9587639525401 51.099956292368226)"
" Eastbound 16 Avenue at Bowfort Road NW ","Traffic incident. Blocking the right lane","2025/07/05 09:42:54 PM","2025/07/05 09:45:39 PM","NW","-114.21115955962","51.08357323825","1","2025-07-05T21:42:5451.0835732382538-114.21115955962408","POINT (-114.21115955962408 51.0835732382538)"
" Southbound Macleod Trail and 90 Avenue SE ","Traffic incident. Blocking the right lane","2025/07/05 09:23:38 PM","2025/07/05 09:27:07 PM","SE","-114.0716999672","50.97225110415","1","2025-07-05T21:23:3850.97225110415056-114.07169996720353","POINT (-114.07169996720353 50.97225110415056)"
" Westbound 17 Avenue and 52 Street SE ","Traffic incident.","2025/07/05 08:21:24 PM","2025/07/05 08:23:54 PM","SE","-113.95851517298","51.0379416807","1","2025-07-05T20:21:2451.03794168069977-113.95851517297649","POINT (-113.95851517297649 51.03794168069977)"
" 37 Street and Grafton Drive SW ","Traffic incident. Blocking multiple lanes","2025/07/05 07:29:41 PM","2025/07/05 07:46:20 PM","SW","-114.14115278441","51.01481539072","1","2025-07-05T19:29:4151.014815390721246-114.14115278441184","POINT (-114.14115278441184 51.014815390721246)"
" Dartmouth Road and 26 Avenue SE ","Traffic incident.","2025/07/05 07:15:49 PM","2025/07/05 07:46:20 PM","SE","-114.0456043071","51.02655561266","1","2025-07-05T19:15:4951.02655561266166-114.04560430709925","POINT (-114.04560430709925 51.02655561266166)"
" Ogden Road and 38 Avenue SE ","Traffic incident.","2025/07/05 06:22:11 PM","2025/07/05 07:36:27 PM","SE","-114.02993654996","51.02008885319","1","2025-07-05T18:22:1151.020088853189094-114.02993654996472","POINT (-114.02993654996472 51.020088853189094)"
" Southbound Deerfoot Trail approaching McKnight Boulevard NE ","Traffic incident. Blocking the right lane","2025/07/05 04:30:03 PM","2025/07/05 04:32:49 PM","NE","-114.04781390754","51.09614747992","1","2025-07-05T16:30:0351.09614747992273-114.04781390753715","POINT (-114.04781390753715 51.09614747992273)"
" Southbound Deerfoot Trail approaching Barlow Trail SE ","Traffic incident. Blocking the right lane","2025/07/05 01:59:55 PM","2025/07/05 02:07:37 PM","SE","-114.00342689263","51.01495911573","1","2025-07-05T13:59:5551.01495911572625-114.003426892631","POINT (-114.003426892631 51.01495911572625)"
" Deerfoot Trail and 16 Avenue NE ","Two vehicle incident. Blocking multiple lanes","2025/07/05 01:46:32 PM","2025/07/05 02:41:28 PM","NE","-114.02855127153","51.06737988288","1","2025-07-05T13:46:3251.06737988287637-114.02855127153023","POINT (-114.02855127153023 51.06737988287637)"
" Northbound Deerfoot Trail approaching Bow Bottom Trail SE ","Two vehicle incident. Blocking the left lane","2025/07/05 01:40:46 PM","2025/07/05 01:55:37 PM","SE","-114.02148578644","50.95256508672","1","2025-07-05T13:40:4650.952565086721464-114.02148578643991","POINT (-114.02148578643991 50.952565086721464)"
" 52 Street and Auburn Meadows Avenue SE ","Two vehicle incident. Blocking the SB right lane","2025/07/05 12:37:07 PM","2025/07/05 01:45:59 PM","SE","-113.94348501271","50.89686712602","1","2025-07-05T12:37:0750.89686712602464-113.94348501270719","POINT (-113.94348501270719 50.89686712602464)"
" 17 Street and 26 Avenue SW ","Traffic incident.","2025/07/05 12:32:57 PM","2025/07/05 12:39:30 PM","SW","-114.10207438098","51.03043461452","1","2025-07-05T12:32:5751.03043461451986-114.10207438098055","POINT (-114.10207438098055 51.03043461451986)"
" Northbound Blackfoot Trail at Glenmore Trail SE ","Traffic incident. Blocking the right lane","2025/07/05 11:38:16 AM","2025/07/05 11:41:40 AM","SE","-114.05028272909","50.99682321417","1","2025-07-05T11:38:1650.99682321417085-114.05028272909259","POINT (-114.05028272909259 50.99682321417085)"
" Eastbound Glenmore Trail at 14 Street SW ","Traffic incident. Blocking the right lane","2025/07/05 10:49:43 AM","2025/07/05 10:51:35 AM","SW","-114.09803051255","50.99490540807","1","2025-07-05T10:49:4350.99490540806507-114.09803051254974","POINT (-114.09803051254974 50.99490540806507)"
" Westbound 17 Avenue at Centre Street S ","Traffic incident.  Blocking the right lane","2025/07/05 12:02:52 AM","2025/07/05 12:43:39 AM","SW","-114.06355857087","51.03783224546","1","2025-07-05T00:02:5251.03783224546255-114.0635585708725","POINT (-114.0635585708725 51.03783224546255)"
" Barlow Trail and 12 Avenue SE ","Traffic incident.","2025/07/04 10:50:15 PM","2025/07/04 10:51:07 PM","SE","-114.00196810012","51.04167815164","1","2025-07-04T22:50:1551.04167815163864-114.00196810011755","POINT (-114.00196810011755 51.04167815163864)"
" Mcknight Boulevard and Stoney Trail NE ","Two vehicle incident. Blocking multiple lanes","2025/07/04 06:44:13 PM","2025/07/04 07:00:42 PM","NW","-113.92649080824","51.09637408182","1","2025-07-04T18:44:1351.09637408182263-113.92649080823553","POINT (-113.92649080823553 51.09637408182263)"
" Northbound Stoney Trail and Mcknight Boulevard NE ","Stalled vehicle.  Blocking the right lane","2025/07/04 06:23:33 PM","2025/07/04 06:49:47 PM","NE","-113.92649080824","51.09637408182","1","2025-07-04T18:23:3351.09637408182263-113.92649080823553","POINT (-113.92649080823553 51.09637408182263)"
" Northmount Drive and 19 Street NW ","Traffic incident.","2025/07/04 06:09:28 PM","2025/07/04 06:27:12 PM","NW","-114.1091246819","51.08754718512","1","2025-07-04T18:09:2851.087547185123505-114.10912468189794","POINT (-114.10912468189794 51.087547185123505)"
" 18 Street and 6 Avenue NW ","Traffic incident.","2025/07/04 04:38:16 PM","2025/07/04 04:39:44 PM","NW","-114.10246032703","51.05772882836","1","2025-07-04T16:38:1651.0577288283619-114.10246032703228","POINT (-114.10246032703228 51.0577288283619)"
" Northbound Macleod Trail approaching 194 Avenue SE ","Traffic incident. Blocking the right lane","2025/07/04 01:05:46 PM","2025/07/04 01:34:03 PM","SE","-114.04066847324","50.87060984572","1","2025-07-04T13:05:4650.87060984572424-114.04066847324466","POINT (-114.04066847324466 50.87060984572424)"
" Northbound Crowchild Trail at 17 Avenue SW ","Traffic incident. Blocking the right lane","2025/07/04 11:58:28 AM","2025/07/04 01:34:03 PM","SW","-114.11298574225","51.03825698748","1","2025-07-04T11:58:2851.03825698748052-114.11298574224998","POINT (-114.11298574224998 51.03825698748052)"
" Glenmore Trail and 52 Street SE ","Multi-vehicle incident. Blocking the WB left lane","2025/07/04 11:54:56 AM","2025/07/04 01:07:02 PM","SE","-113.96193706085","50.97964244109","1","2025-07-04T11:54:5650.979642441088146-113.96193706085172","POINT (-113.96193706085172 50.979642441088146)"
" 5 Avenue and 3 Street SE ","Two vehicle incident. Blocking the EB left lanes","2025/07/04 07:49:55 AM","2025/07/04 08:46:15 AM","SE","-114.05544459164","51.04820019483","1","2025-07-04T07:49:5551.04820019482668-114.05544459163725","POINT (-114.05544459163725 51.04820019482668)"
" Panatella Boulevard and 14 Street NW ","Traffic incident.","2025/07/04 07:33:52 AM","2025/07/04 07:52:42 AM","NW","-114.0902129858","51.16847804202","1","2025-07-04T07:33:5251.1684780420194-114.09021298579731","POINT (-114.09021298579731 51.1684780420194)"
" Westbound Glenmore Trail approaching Deerfoot Trail SE ","Traffic incident. Partially blocking the WB exit ramp","2025/07/04 06:20:44 AM","2025/07/04 06:22:47 AM","SE","-114.0322024004","50.99236327807","1","2025-07-04T06:20:4450.992363278065405-114.032202400399","POINT (-114.032202400399 50.992363278065405)"
" Northbound 52 Street at Glenmore Trail SE ","Two vehicle incident. Blocking the right lanes","2025/07/04 05:16:57 AM","2025/07/04 06:22:47 AM","SE","-113.9583741987","50.97930842218","1","2025-07-04T05:16:5750.97930842217542-113.95837419869851","POINT (-113.95837419869851 50.97930842217542)"
" Southbound Deerfoot Trail at Country Hills Boulevard NE ","Traffic incident. Partially blocking the exit","2025/07/04 03:02:34 AM","2025/07/04 03:12:58 AM","NE","-114.01421959633","51.15711069156","1","2025-07-04T03:02:3451.15711069156074-114.0142195963344","POINT (-114.0142195963344 51.15711069156074)"
